"Code","Name","Alternative code","Formulation","Alternative name","Alternative formulation","Really equivalent?"
0101021B0BIAAAH,Peptac liquid aniseed,0101021B0BQABAH,,Acidex oral suspension peppermint,,Y
0101021B0BIAAAH,Peptac liquid aniseed,0101021B0BSAAAH,,Boots Heartburn Relief liquid peppermint,,Y
0101021B0BIAAAH,Peptac liquid aniseed,0101021B0BSABAH,,Boots Heartburn Relief liquid aniseed,,Y
0101021B0BIAAAH,Peptac liquid aniseed,0101021B0BTAAAH,,Care Heartburn Relief oral suspension,,Y
0101021B0BIABAH,Peptac liquid peppermint,0101021B0AAAHAH,,Alginate raft-forming oral suspension sugar free,,Y
0101021B0BIABAH,Peptac liquid peppermint,0101021B0BEACAH,,Gaviscon Original Aniseed Relief,,Y
0101021B0BIABAH,Peptac liquid peppermint,0101021B0BEAFAH,,Gaviscon Peppermint Liquid Relief,,Y
0101021B0BIABAH,Peptac liquid peppermint,0101021B0BIAAAH,,Peptac liquid aniseed,,Y
0101021B0BIABAH,Peptac liquid peppermint,0101021B0BJABAH,,Rennie Liquid Heartburn Relief oral suspension,,Y
0101021B0BIABAH,Peptac liquid peppermint,0101021B0BQAAAH,,Acidex oral suspension aniseed,,Y
0101021B0BIABAH,Peptac liquid peppermint,0101021B0BQABAH,,Acidex oral suspension peppermint,,Y
0101021B0BIABAH,Peptac liquid peppermint,0101021B0BSAAAH,,Boots Heartburn Relief liquid peppermint,,Y
0101021B0BIABAH,Peptac liquid peppermint,0101021B0BSABAH,,Boots Heartburn Relief liquid aniseed,,Y
0101021B0BIABAH,Peptac liquid peppermint,0101021B0BTAAAH,,Care Heartburn Relief oral suspension,,Y
0101021B0BJABAH,Rennie Liquid Heartburn Relief oral suspension,0101021B0AAAHAH,,Alginate raft-forming oral suspension sugar free,,Y
0101021B0BJABAH,Rennie Liquid Heartburn Relief oral suspension,0101021B0BEACAH,,Gaviscon Original Aniseed Relief,,Y
0101021B0BJABAH,Rennie Liquid Heartburn Relief oral suspension,0101021B0BEAFAH,,Gaviscon Peppermint Liquid Relief,,Y
0101021B0BJABAH,Rennie Liquid Heartburn Relief oral suspension,0101021B0BIAAAH,,Peptac liquid aniseed,,Y
0101021B0BJABAH,Rennie Liquid Heartburn Relief oral suspension,0101021B0BIABAH,,Peptac liquid peppermint,,Y
0101021B0BJABAH,Rennie Liquid Heartburn Relief oral suspension,0101021B0BQAAAH,,Acidex oral suspension aniseed,,Y
0101021B0BJABAH,Rennie Liquid Heartburn Relief oral suspension,0101021B0BQABAH,,Acidex oral suspension peppermint,,Y
0101021B0BJABAH,Rennie Liquid Heartburn Relief oral suspension,0101021B0BSAAAH,,Boots Heartburn Relief liquid peppermint,,Y
0101021B0BJABAH,Rennie Liquid Heartburn Relief oral suspension,0101021B0BSABAH,,Boots Heartburn Relief liquid aniseed,,Y
0101021B0BJABAH,Rennie Liquid Heartburn Relief oral suspension,0101021B0BTAAAH,,Care Heartburn Relief oral suspension,,Y
0101021B0BQAAAH,Acidex oral suspension aniseed,0101021B0AAAHAH,,Alginate raft-forming oral suspension sugar free,,Y
0101021B0BQAAAH,Acidex oral suspension aniseed,0101021B0BEACAH,,Gaviscon Original Aniseed Relief,,Y
0101021B0BQAAAH,Acidex oral suspension aniseed,0101021B0BEAFAH,,Gaviscon Peppermint Liquid Relief,,Y
0101021B0BQAAAH,Acidex oral suspension aniseed,0101021B0BIAAAH,,Peptac liquid aniseed,,Y
0101021B0BQAAAH,Acidex oral suspension aniseed,0101021B0BIABAH,,Peptac liquid peppermint,,Y
0101021B0BQAAAH,Acidex oral suspension aniseed,0101021B0BJABAH,,Rennie Liquid Heartburn Relief oral suspension,,Y
0101021B0BQAAAH,Acidex oral suspension aniseed,0101021B0BQABAH,,Acidex oral suspension peppermint,,Y
0101021B0BQAAAH,Acidex oral suspension aniseed,0101021B0BSAAAH,,Boots Heartburn Relief liquid peppermint,,Y
0101021B0BQAAAH,Acidex oral suspension aniseed,0101021B0BSABAH,,Boots Heartburn Relief liquid aniseed,,Y
0101021B0BQAAAH,Acidex oral suspension aniseed,0101021B0BTAAAH,,Care Heartburn Relief oral suspension,,Y
0101021B0BQABAH,Acidex oral suspension peppermint,0101021B0AAAHAH,,Alginate raft-forming oral suspension sugar free,,Y
0101021B0BQABAH,Acidex oral suspension peppermint,0101021B0BEACAH,,Gaviscon Original Aniseed Relief,,Y
0101021B0BQABAH,Acidex oral suspension peppermint,0101021B0BEAFAH,,Gaviscon Peppermint Liquid Relief,,Y
0101021B0BQABAH,Acidex oral suspension peppermint,0101021B0BIAAAH,,Peptac liquid aniseed,,Y
0101021B0BQABAH,Acidex oral suspension peppermint,0101021B0BIABAH,,Peptac liquid peppermint,,Y
0101021B0BQABAH,Acidex oral suspension peppermint,0101021B0BJABAH,,Rennie Liquid Heartburn Relief oral suspension,,Y
0101021B0BQABAH,Acidex oral suspension peppermint,0101021B0BQAAAH,,Acidex oral suspension aniseed,,Y
0101021B0BQABAH,Acidex oral suspension peppermint,0101021B0BSAAAH,,Boots Heartburn Relief liquid peppermint,,Y
0101021B0BQABAH,Acidex oral suspension peppermint,0101021B0BSABAH,,Boots Heartburn Relief liquid aniseed,,Y
0101021B0BQABAH,Acidex oral suspension peppermint,0101021B0BTAAAH,,Care Heartburn Relief oral suspension,,Y
0101021B0BQACAL,Acidex Advance oral suspension aniseed,0101021B0AAALAL,,Sodium alginate 500mg/5ml / Potassium bicarbonate 100mg/5ml oral suspension sugar free,,Y
0101021B0BQACAL,Acidex Advance oral suspension aniseed,0101021B0BEAIAL,,Gaviscon Advance oral suspension aniseed,,Y
0101021B0BQACAL,Acidex Advance oral suspension aniseed,0101021B0BEBEAL,,Gaviscon Advance oral suspension peppermint,,Y
0101021B0BQACAL,Acidex Advance oral suspension aniseed,0101021B0BQADAL,,Acidex Advance oral suspension peppermint,,Y
0101021B0BQACAL,Acidex Advance oral suspension aniseed,0101021B0BSACAL,,Boots Advance Heartburn & Indigestion Relief 1000mg/200mg/10ml oral suspension,,Y
0101021B0BQADAL,Acidex Advance oral suspension peppermint,0101021B0AAALAL,,Sodium alginate 500mg/5ml / Potassium bicarbonate 100mg/5ml oral suspension sugar free,,Y
0101021B0BQADAL,Acidex Advance oral suspension peppermint,0101021B0BEAIAL,,Gaviscon Advance oral suspension aniseed,,Y
0101021B0BQADAL,Acidex Advance oral suspension peppermint,0101021B0BEBEAL,,Gaviscon Advance oral suspension peppermint,,Y
0101021B0BQADAL,Acidex Advance oral suspension peppermint,0101021B0BQACAL,,Acidex Advance oral suspension aniseed,,Y
0101021B0BQADAL,Acidex Advance oral suspension peppermint,0101021B0BSACAL,,Boots Advance Heartburn & Indigestion Relief 1000mg/200mg/10ml oral suspension,,Y
0101021B0BSAAAH,Boots Heartburn Relief liquid peppermint,0101021B0AAAHAH,,Alginate raft-forming oral suspension sugar free,,Y
0101021B0BSAAAH,Boots Heartburn Relief liquid peppermint,0101021B0BEACAH,,Gaviscon Original Aniseed Relief,,Y
0101021B0BSAAAH,Boots Heartburn Relief liquid peppermint,0101021B0BEAFAH,,Gaviscon Peppermint Liquid Relief,,Y
0101021B0BSAAAH,Boots Heartburn Relief liquid peppermint,0101021B0BIAAAH,,Peptac liquid aniseed,,Y
0101021B0BSAAAH,Boots Heartburn Relief liquid peppermint,0101021B0BIABAH,,Peptac liquid peppermint,,Y
0101021B0BSAAAH,Boots Heartburn Relief liquid peppermint,0101021B0BJABAH,,Rennie Liquid Heartburn Relief oral suspension,,Y
0101021B0BSAAAH,Boots Heartburn Relief liquid peppermint,0101021B0BQAAAH,,Acidex oral suspension aniseed,,Y
0101021B0BSAAAH,Boots Heartburn Relief liquid peppermint,0101021B0BQABAH,,Acidex oral suspension peppermint,,Y
0101021B0BSAAAH,Boots Heartburn Relief liquid peppermint,0101021B0BSABAH,,Boots Heartburn Relief liquid aniseed,,Y
0101021B0BSAAAH,Boots Heartburn Relief liquid peppermint,0101021B0BTAAAH,,Care Heartburn Relief oral suspension,,Y
0101021B0BSABAH,Boots Heartburn Relief liquid aniseed,0101021B0AAAHAH,,Alginate raft-forming oral suspension sugar free,,Y
0101021B0BSABAH,Boots Heartburn Relief liquid aniseed,0101021B0BEACAH,,Gaviscon Original Aniseed Relief,,Y
0101021B0BSABAH,Boots Heartburn Relief liquid aniseed,0101021B0BEAFAH,,Gaviscon Peppermint Liquid Relief,,Y
0101021B0BSABAH,Boots Heartburn Relief liquid aniseed,0101021B0BIAAAH,,Peptac liquid aniseed,,Y
0101021B0BSABAH,Boots Heartburn Relief liquid aniseed,0101021B0BIABAH,,Peptac liquid peppermint,,Y
0101021B0BSABAH,Boots Heartburn Relief liquid aniseed,0101021B0BJABAH,,Rennie Liquid Heartburn Relief oral suspension,,Y
0101021B0BSABAH,Boots Heartburn Relief liquid aniseed,0101021B0BQAAAH,,Acidex oral suspension aniseed,,Y
0101021B0BSABAH,Boots Heartburn Relief liquid aniseed,0101021B0BQABAH,,Acidex oral suspension peppermint,,Y
0101021B0BSABAH,Boots Heartburn Relief liquid aniseed,0101021B0BSAAAH,,Boots Heartburn Relief liquid peppermint,,Y
0101021B0BSABAH,Boots Heartburn Relief liquid aniseed,0101021B0BTAAAH,,Care Heartburn Relief oral suspension,,Y
0101021B0BSACAL,Boots Advance Heartburn & Indigestion Relief 1000mg/200mg/10ml oral suspension,0101021B0AAALAL,,Sodium alginate 500mg/5ml / Potassium bicarbonate 100mg/5ml oral suspension sugar free,,Y
0101021B0BSACAL,Boots Advance Heartburn & Indigestion Relief 1000mg/200mg/10ml oral suspension,0101021B0BEAIAL,,Gaviscon Advance oral suspension aniseed,,Y
0101021B0BSACAL,Boots Advance Heartburn & Indigestion Relief 1000mg/200mg/10ml oral suspension,0101021B0BEBEAL,,Gaviscon Advance oral suspension peppermint,,Y
0101021B0BSACAL,Boots Advance Heartburn & Indigestion Relief 1000mg/200mg/10ml oral suspension,0101021B0BQACAL,,Acidex Advance oral suspension aniseed,,Y
0101021B0BSACAL,Boots Advance Heartburn & Indigestion Relief 1000mg/200mg/10ml oral suspension,0101021B0BQADAL,,Acidex Advance oral suspension peppermint,,Y
0101021B0BTAAAH,Care Heartburn Relief oral suspension,0101021B0AAAHAH,,Alginate raft-forming oral suspension sugar free,,Y
0101021B0BTAAAH,Care Heartburn Relief oral suspension,0101021B0BEACAH,,Gaviscon Original Aniseed Relief,,Y
0101021B0BTAAAH,Care Heartburn Relief oral suspension,0101021B0BEAFAH,,Gaviscon Peppermint Liquid Relief,,Y
0101021B0BTAAAH,Care Heartburn Relief oral suspension,0101021B0BIAAAH,,Peptac liquid aniseed,,Y
0101021B0BTAAAH,Care Heartburn Relief oral suspension,0101021B0BIABAH,,Peptac liquid peppermint,,Y
0101021B0BTAAAH,Care Heartburn Relief oral suspension,0101021B0BJABAH,,Rennie Liquid Heartburn Relief oral suspension,,Y
0101021B0BTAAAH,Care Heartburn Relief oral suspension,0101021B0BQAAAH,,Acidex oral suspension aniseed,,Y
0101021B0BTAAAH,Care Heartburn Relief oral suspension,0101021B0BQABAH,,Acidex oral suspension peppermint,,Y
0101021B0BTAAAH,Care Heartburn Relief oral suspension,0101021B0BSAAAH,,Boots Heartburn Relief liquid peppermint,,Y
0101021B0BTAAAH,Care Heartburn Relief oral suspension,0101021B0BSABAH,,Boots Heartburn Relief liquid aniseed,,Y
0101021C0AAAFAF,Calcium carbonate 500mg chewable tablets,0101021C0AAAPAP,Chewable tablet,Calcium carbonate 500mg capsules,Oral capsule,Y
0101021C0AAAFAF,Calcium carbonate 500mg chewable tablets,0101021C0BIABAF,,Rennie Orange 500mg chewable tablets,,Y
0101021C0AAAFAF,Calcium carbonate 500mg chewable tablets,0101021C0BJAAAF,,Setlers Antacid spearmint chewable tablets,,Y
0101021C0AAAFAF,Calcium carbonate 500mg chewable tablets,0101021C0BJABAF,,Setlers Antacid peppermint chewable tablets,,Y
0101021C0AAANAN,Calcium carbonate 300mg capsules,0101021C0AAATAT,Oral capsule,Calcium carbonate 300mg tablets,Oral tablet,Y
0101021C0AAAPAP,Calcium carbonate 500mg capsules,0101021C0AAAFAF,Oral capsule,Calcium carbonate 500mg chewable tablets,Chewable tablet,Y
0101021C0AAATAT,Calcium carbonate 300mg tablets,0101021C0AAANAN,Oral tablet,Calcium carbonate 300mg capsules,Oral capsule,Y
0101021C0AABDBD,Calcium carbonate 250mg tablets,0101021C0AACICI,Oral tablet,Calcium carbonate 250mg dispersible tablets,Dispersible tablet,Y
0101021C0AABDBD,Calcium carbonate 250mg tablets,0905011D0AAAPAP,Oral tablet,Calcium carbonate 250mg dispersible tablets sugar free,Dispersible tablet sugar free,Y
0101021C0AACICI,Calcium carbonate 250mg dispersible tablets,0101021C0AABDBD,Dispersible tablet,Calcium carbonate 250mg tablets,Oral tablet,Y
0101021C0AACICI,Calcium carbonate 250mg dispersible tablets,0905011D0AAAPAP,Dispersible tablet,Calcium carbonate 250mg dispersible tablets sugar free,Dispersible tablet sugar free,Y
0101021C0AACICI,Calcium carbonate 250mg dispersible tablets,0101021C0BKAACI,,Calconate 250mg dispersible tablets,,Y
0101021C0AACZCZ,Calcium carbonate 625mg capsules,0905011D0AAANAN,Oral capsule,Calcium carbonate 625mg effervescent tablets sugar free,Effervescent tablet sugar free,Y
0101021C0BIABAF,Rennie Orange 500mg chewable tablets,0101021C0AAAFAF,,Calcium carbonate 500mg chewable tablets,,Y
0101021C0BIABAF,Rennie Orange 500mg chewable tablets,0101021C0BJAAAF,,Setlers Antacid spearmint chewable tablets,,Y
0101021C0BIABAF,Rennie Orange 500mg chewable tablets,0101021C0BJABAF,,Setlers Antacid peppermint chewable tablets,,Y
0101021C0BJAAAF,Setlers Antacid spearmint chewable tablets,0101021C0AAAFAF,,Calcium carbonate 500mg chewable tablets,,Y
0101021C0BJAAAF,Setlers Antacid spearmint chewable tablets,0101021C0BIABAF,,Rennie Orange 500mg chewable tablets,,Y
0101021C0BJAAAF,Setlers Antacid spearmint chewable tablets,0101021C0BJABAF,,Setlers Antacid peppermint chewable tablets,,Y
0101021C0BJABAF,Setlers Antacid peppermint chewable tablets,0101021C0AAAFAF,,Calcium carbonate 500mg chewable tablets,,Y
0101021C0BJABAF,Setlers Antacid peppermint chewable tablets,0101021C0BIABAF,,Rennie Orange 500mg chewable tablets,,Y
0101021C0BJABAF,Setlers Antacid peppermint chewable tablets,0101021C0BJAAAF,,Setlers Antacid spearmint chewable tablets,,Y
0101021C0BKAACI,Calconate 250mg dispersible tablets,0101021C0AACICI,,Calcium carbonate 250mg dispersible tablets,,Y
0102000A0AAAAAA,Alverine 60mg capsules,0102000A0BBAAAA,,Spasmonal 60mg capsules,,Y
0102000A0AAABAB,Alverine 120mg capsules,0102000A0BBABAB,,Spasmonal Forte 120mg capsules,,Y
0102000A0AAABAB,Alverine 120mg capsules,0102000A0BDABAB,,Audmonal Forte 120mg capsules,,Y
0102000A0BBAAAA,Spasmonal 60mg capsules,0102000A0AAAAAA,,Alverine 60mg capsules,,Y
0102000A0BBABAB,Spasmonal Forte 120mg capsules,0102000A0AAABAB,,Alverine 120mg capsules,,Y
0102000A0BBABAB,Spasmonal Forte 120mg capsules,0102000A0BDABAB,,Audmonal Forte 120mg capsules,,Y
0102000A0BDABAB,Audmonal Forte 120mg capsules,0102000A0AAABAB,,Alverine 120mg capsules,,Y
0102000A0BDABAB,Audmonal Forte 120mg capsules,0102000A0BBABAB,,Spasmonal Forte 120mg capsules,,Y
0102000ACAAAPAP,Atropine 500micrograms/5ml oral suspension,0102000ACAABABA,Oral suspension,Atropine 500micrograms/5ml oral solution,Oral solution,Y
0102000ACAABABA,Atropine 500micrograms/5ml oral solution,0102000ACAAAPAP,Oral solution,Atropine 500micrograms/5ml oral suspension,Oral suspension,Y
0102000AJAAAAAA,Alverine 60mg / Simeticone 300mg capsules,0102000AJBBAAAA,,SimAlvia 60mg/300mg capsules,,Y
0102000AJBBAAAA,SimAlvia 60mg/300mg capsules,0102000AJAAAAAA,,Alverine 60mg / Simeticone 300mg capsules,,Y
0102000D0AAAFAF,Chamomilla oral powder sachets sugar free,0102000D0BCAAAF,,Ashton & Parsons Teething Powders oral powder sachets,,Y
0102000D0BCAAAF,Ashton & Parsons Teething Powders oral powder sachets,0102000D0AAAFAF,,Chamomilla oral powder sachets sugar free,,Y
0102000J0AAAAAA,Dicycloverine 10mg/5ml oral solution,0102000J0AAADAD,Oral solution,Dicycloverine 10mg/5ml oral solution sugar free,Oral solution sugar free,Y
0102000J0AAADAD,Dicycloverine 10mg/5ml oral solution sugar free,0102000J0AAAAAA,Oral solution sugar free,Dicycloverine 10mg/5ml oral solution,Oral solution,Y
0102000L0AAAAAA,Glycopyrronium bromide 2mg tablets,0102000L0AABKBK,Oral tablet,Glycopyrronium bromide 2mg capsules,Oral capsule,Y
0102000L0AAAAAA,Glycopyrronium bromide 2mg tablets,0102000L0BDABAA,,Assicco 2mg tablets,,Y
0102000L0AAACAC,Glycopyrronium bromide 1mg tablets,0102000L0AABPBP,Oral tablet,Glycopyrronium bromide 1mg capsules,Oral capsule,Y
0102000L0AAACAC,Glycopyrronium bromide 1mg tablets,0102000L0BDAAAC,,Assicco 1mg tablets,,Y
0102000L0AAADAD,Glycopyrronium bromide 1mg/5ml oral solution,0102000L0AABNBN,Oral solution,Glycopyrronium bromide 1mg/5ml oral solution sugar free,Oral solution sugar free,Y
0102000L0AAADAD,Glycopyrronium bromide 1mg/5ml oral suspension,0102000L0AABNBN,Oral suspension,Glycopyrronium bromide 1mg/5ml oral solution sugar free,Oral solution sugar free,Y
0102000L0AAAIAI,Glycopyrronium bromide 2mg/5ml oral solution,0102000L0AABQBQ,Oral solution,Glycopyrronium bromide 400micrograms/ml oral solution sugar free,Oral solution sugar free,Y
0102000L0AAAIAI,Glycopyrronium bromide 2mg/5ml oral suspension,0102000L0AABQBQ,Oral suspension,Glycopyrronium bromide 400micrograms/ml oral solution sugar free,Oral solution sugar free,Y
0102000L0AABBBB,Glycopyrronium bromide 2.5mg/5ml oral solution,0102000L0AABCBC,Oral solution,Glycopyrronium bromide 2.5mg/5ml oral suspension,Oral suspension,Y
0102000L0AABCBC,Glycopyrronium bromide 2.5mg/5ml oral suspension,0102000L0AABBBB,Oral suspension,Glycopyrronium bromide 2.5mg/5ml oral solution,Oral solution,Y
0102000L0AABDBD,Glycopyrronium bromide 200micrograms/5ml oral solution,0102000L0AABEBE,Oral solution,Glycopyrronium bromide 200micrograms/5ml oral suspension,Oral suspension,Y
0102000L0AABEBE,Glycopyrronium bromide 200micrograms/5ml oral suspension,0102000L0AABDBD,Oral suspension,Glycopyrronium bromide 200micrograms/5ml oral solution,Oral solution,Y
0102000L0AABFBF,Glycopyrronium bromide 5mg/5ml oral solution,0102000L0AABGBG,Oral solution,Glycopyrronium bromide 5mg/5ml oral suspension,Oral suspension,Y
0102000L0AABGBG,Glycopyrronium bromide 5mg/5ml oral suspension,0102000L0AABFBF,Oral suspension,Glycopyrronium bromide 5mg/5ml oral solution,Oral solution,Y
0102000L0AABHBH,Glycopyrronium bromide 500micrograms/5ml oral solution,0102000L0AABIBI,Oral solution,Glycopyrronium bromide 500micrograms/5ml oral suspension,Oral suspension,Y
0102000L0AABIBI,Glycopyrronium bromide 500micrograms/5ml oral suspension,0102000L0AABHBH,Oral suspension,Glycopyrronium bromide 500micrograms/5ml oral solution,Oral solution,Y
0102000L0AABKBK,Glycopyrronium bromide 2mg capsules,0102000L0AAAAAA,Oral capsule,Glycopyrronium bromide 2mg tablets,Oral tablet,Y
0102000L0AABNBN,Glycopyrronium bromide 1mg/5ml oral solution sugar free,0102000L0AAADAD,Oral solution sugar free,Glycopyrronium bromide 1mg/5ml oral solution,Oral solution,Y
0102000L0AABNBN,Glycopyrronium bromide 1mg/5ml oral solution sugar free,0102000L0AAADAD,Oral solution sugar free,Glycopyrronium bromide 1mg/5ml oral suspension,Oral suspension,Y
0102000L0AABPBP,Glycopyrronium bromide 1mg capsules,0102000L0AAACAC,Oral capsule,Glycopyrronium bromide 1mg tablets,Oral tablet,Y
0102000L0AABQBQ,Glycopyrronium bromide 400micrograms/ml oral solution sugar free,0102000L0AAAIAI,Oral solution sugar free,Glycopyrronium bromide 2mg/5ml oral solution,Oral solution,Y
0102000L0AABQBQ,Glycopyrronium bromide 400micrograms/ml oral solution sugar free,0102000L0AAAIAI,Oral solution sugar free,Glycopyrronium bromide 2mg/5ml oral suspension,Oral suspension,Y
0102000L0AABQBQ,Glycopyrronium bromide 400micrograms/ml oral solution sugar free,0102000L0BCAABQ,,Sialanar 320micrograms/ml oral solution,,Y
0102000L0AABRBR,Glycopyrronium bromide 900micrograms/5ml oral suspension,0102000L0AABSBS,Oral suspension,Glycopyrronium bromide 900micrograms/5ml oral solution,Oral solution,Y
0102000L0AABSBS,Glycopyrronium bromide 900micrograms/5ml oral solution,0102000L0AABRBR,Oral solution,Glycopyrronium bromide 900micrograms/5ml oral suspension,Oral suspension,Y
0102000L0BCAABQ,Sialanar 320micrograms/ml oral solution,0102000L0AABQBQ,,Glycopyrronium bromide 400micrograms/ml oral solution sugar free,,Y
0102000L0BDAAAC,Assicco 1mg tablets,0102000L0AAACAC,,Glycopyrronium bromide 1mg tablets,,Y
0102000L0BDABAA,Assicco 2mg tablets,0102000L0AAAAAA,,Glycopyrronium bromide 2mg tablets,,Y
0102000N0AAAAAA,Hyoscine butylbromide 20mg/1ml solution for injection ampoules,0102000N0BBABAA,,Buscopan 20mg/1ml solution for injection ampoules,,Y
0102000N0AAABAB,Hyoscine butylbromide 10mg tablets,0102000N0BBAAAB,,Buscopan 10mg tablets,,Y
0102000N0AAABAB,Hyoscine butylbromide 10mg tablets,0102000N0BBACAB,,Buscopan IBS Relief 10mg tablets,,Y
0102000N0AAABAB,Hyoscine butylbromide 10mg tablets,0102000N0BBADAB,,Buscopan Cramps 10mg tablets,,Y
0102000N0AAAHAH,Hyoscine butylbromide 20mg/5ml oral solution,0102000N0AAATAT,Oral solution,Hyoscine butylbromide 20mg/5ml oral suspension,Oral suspension,Y
0102000N0AAAPAP,Hyoscine butylbromide 10mg/5ml oral solution,0102000N0AAAQAQ,Oral solution,Hyoscine butylbromide 10mg/5ml oral suspension,Oral suspension,Y
0102000N0AAAQAQ,Hyoscine butylbromide 10mg/5ml oral suspension,0102000N0AAAPAP,Oral suspension,Hyoscine butylbromide 10mg/5ml oral solution,Oral solution,Y
0102000N0AAATAT,Hyoscine butylbromide 20mg/5ml oral suspension,0102000N0AAAHAH,Oral suspension,Hyoscine butylbromide 20mg/5ml oral solution,Oral solution,Y
0102000N0BBAAAB,Buscopan 10mg tablets,0102000N0AAABAB,,Hyoscine butylbromide 10mg tablets,,Y
0102000N0BBAAAB,Buscopan 10mg tablets,0102000N0BBACAB,,Buscopan IBS Relief 10mg tablets,,Y
0102000N0BBAAAB,Buscopan 10mg tablets,0102000N0BBADAB,,Buscopan Cramps 10mg tablets,,Y
0102000N0BBABAA,Buscopan 20mg/1ml solution for injection ampoules,0102000N0AAAAAA,,Hyoscine butylbromide 20mg/1ml solution for injection ampoules,,Y
0102000N0BBACAB,Buscopan IBS Relief 10mg tablets,0102000N0AAABAB,,Hyoscine butylbromide 10mg tablets,,Y
0102000N0BBACAB,Buscopan IBS Relief 10mg tablets,0102000N0BBAAAB,,Buscopan 10mg tablets,,Y
0102000N0BBACAB,Buscopan IBS Relief 10mg tablets,0102000N0BBADAB,,Buscopan Cramps 10mg tablets,,Y
0102000N0BBADAB,Buscopan Cramps 10mg tablets,0102000N0AAABAB,,Hyoscine butylbromide 10mg tablets,,Y
0102000N0BBADAB,Buscopan Cramps 10mg tablets,0102000N0BBAAAB,,Buscopan 10mg tablets,,Y
0102000N0BBADAB,Buscopan Cramps 10mg tablets,0102000N0BBACAB,,Buscopan IBS Relief 10mg tablets,,Y
0102000P0AAABAB,Mebeverine 135mg tablets,0102000P0BCABAB,,Colofac 135mg tablets,,Y
0102000P0AAABAB,Mebeverine 135mg tablets,0102000P0BCACAB,,Colofac IBS 135mg tablets,,Y
0102000P0AAADAD,Mebeverine 200mg modified-release capsules,0102000P0BCAEAD,,Colofac MR 200mg capsules,,Y
0102000P0AAADAD,Mebeverine 200mg modified-release capsules,0102000P0BIAAAD,,Aurobeverine MR 200mg capsules,,Y
0102000P0BCABAB,Colofac 135mg tablets,0102000P0AAABAB,,Mebeverine 135mg tablets,,Y
0102000P0BCABAB,Colofac 135mg tablets,0102000P0BCACAB,,Colofac IBS 135mg tablets,,Y
